0_0,0_1,0_2,1_0,1_1,1_2,decay_0,decay_1,W_0,W_1,J_0
0.416,0.392,0.168,-0.096,-0.112,-0.072,6.355409551282211,4.912289737992922,6.234016134234373,7.42421651971007,4.2603343339974735
0.588,0.628,0.368,0.028,-0.148,-0.08,3.829084123889225,5.643425528706629,3.9101131016704858,1.6023549751765724,3.2159718016738283
0.484,0.412,0.264,-0.152,-0.152,0.04,2.6193200239057637,3.889154759832849,7.910180569438026,6.411124111370603,4.938089177935406
0.384,0.4,0.192,0.012,-0.064,0.06,7.713868486887392,9.098477454160399,5.756461343642192,2.464238244742516,2.987864548989467
0.732,0.672,0.54,0.192,-0.132,-0.052,2.3790168653265686,2.8703108404180733,2.842919356769058,-0.9729966949681339,5.349639022771137
0.308,0.536,0.132,-0.096,-0.04,-0.008,4.893096916101155,6.855324800587137,2.6215880278573227,6.460461590968307,5.6317871814870895
0.268,0.66,0.208,-0.024,-0.052,-0.052,2.5177055399909354,8.868246750925655,2.2958123701701054,7.252519359407806,5.763162102750468
0.64,0.488,0.368,-0.052,-0.016,0.02,8.253843224657597,3.649722192201569,4.318961825239859,4.629532252076214,2.3424060406361984
0.416,0.436,0.188,-0.02,-0.072,0.092,3.413079276267078,6.048273439868607,5.035249652306302,4.747512969918751,7.338382740602315
0.452,0.54,0.28,-0.28,-0.092,0.036,5.09819114283627,4.802330014127238,5.309043823904153,8.008557860588667,2.424381761316244
0.408,0.14,0.036,0.016,0.004,0.06,4.847184295315394,2.151722173328675,8.151320425278291,7.211955338381339,7.935290274203707
0.464,0.424,0.24,-0.096,-0.032,0.048,6.141274843008482,4.08905749445077,4.347554948823868,4.592424962701923,5.2258316404533085
0.432,0.468,0.196,-0.048,0.004,0.02,6.192329829217212,9.270009847523294,4.198182193845326,3.968768786348398,2.005355496490703
0.612,0.312,0.204,0.008,0.068,0.036,8.293710352756538,3.808921846834734,6.501537324063531,2.0596936161923782,4.65720473133392
0.464,0.492,0.228,-0.036,-0.008,0.004,7.067270774699198,6.512654016632503,4.726294672689592,4.299123697369512,1.0767888481457581
0.404,0.44,0.244,-0.044,-0.064,0.1,3.337870457372868,5.967606699859678,6.110890455497963,3.08807396851393,8.462164256014862
0.468,0.32,0.204,0.036,0.06,0.072,5.625712787541037,3.464159726618153,6.61743505547145,5.054105354340357,7.931471486954521
0.392,0.332,0.068,0.008,-0.056,0.04,6.8038390490638285,7.448512656733476,3.8370937050949085,4.0886385225791475,5.6941747055874705
0.484,0.236,0.08,-0.108,-0.04,-0.068,8.882615746538498,6.1212899519951165,7.9285520694108955,4.596001150341298,3.2510119685605403
0.64,0.508,0.332,-0.284,0.032,-0.012,6.144645821430522,2.6040013598411202,2.5490190164953814,6.314862293937349,3.103608487280087
0.456,0.308,0.164,-0.128,-0.052,-0.02,8.219646189195913,5.980335444475837,7.301163874739297,4.106065477543799,5.608256400772497
0.7,0.652,0.416,-0.096,0.232,0.0,4.279386258108032,3.1651806658083057,-0.03921027653238518,4.805981559005218,1.026616341314404
0.436,0.632,0.252,-0.112,0.044,-0.028,4.456876748155038,7.94855697959755,4.004077842420269,6.405637390725138,1.5940603628553376
0.524,0.476,0.248,0.06,-0.084,-0.016,4.97519819643067,6.590819808451233,5.044748633397153,3.1687862611484556,4.266389281261299
0.4,0.468,0.196,-0.096,-0.012,-0.012,5.732708779206896,6.378645709186564,1.5307878180630565,5.693744825669766,5.845746979025762
0.212,0.24,0.06,0.052,0.032,0.076,6.142797414944646,5.696164246117339,6.437024547824593,7.23329912583123,8.358440545197805
0.36,0.592,0.208,-0.012,-0.128,0.036,2.9934978073322362,6.557125181276783,4.011985689968766,5.383450730646025,6.267020121306334
0.384,0.268,0.148,-0.076,0.048,0.044,6.69364411099923,3.8952672771648014,6.696153641608014,5.335106980942235,8.250913068078175
0.548,0.572,0.264,0.056,-0.024,0.0,4.134689270604125,5.728222700612755,3.8759872712847643,1.7074579171994997,4.159143096898611
0.328,0.4,0.136,-0.008,-0.112,0.016,3.805301630048879,8.274559794469983,6.112179745106144,5.058369350011808,6.157203040972111
0.584,0.528,0.288,-0.048,0.02,0.092,5.8465115706605,4.87509249075181,3.903113306385556,4.046853254507267,0.24608451530350894
0.636,0.516,0.296,-0.26,-0.252,0.056,3.636304558225409,2.7148933132655255,5.868487309353318,5.201447819904854,3.9304023866056745
0.492,0.42,0.216,-0.08,-0.08,0.008,3.9270152936274627,5.081506886709948,6.629268957063921,4.391608669285704,5.120779889221743
0.372,0.424,0.156,-0.092,-0.108,-0.008,5.337687777490674,7.709053040735302,5.995511443813371,5.837120753720682,4.494664272086547
0.412,0.416,0.188,-0.016,-0.052,0.036,5.601413372312659,3.8948807525493105,4.984419448932475,5.232930297608096,7.584903630267359
0.344,0.416,0.12,-0.14,-0.1,0.016,3.494302728176444,2.9386951929070313,6.425446326011248,7.74559019513417,6.547778976603207
0.66,0.464,0.308,-0.2,-0.144,0.024,6.322662845885812,2.420349484170403,5.079103746631232,3.6168383710998526,4.527456228608158
0.476,0.512,0.284,-0.06,-0.048,-0.116,4.41442928342195,4.75677340710201,4.5440988794574135,4.233552350615006,7.01564708823984
0.464,0.54,0.332,-0.04,-0.004,0.076,4.602367819174013,5.736283883507244,2.37460265840185,2.939896168035387,7.107803571116387
0.724,0.516,0.408,0.136,-0.124,0.004,4.820155942269367,3.5395220929291638,5.241528808546943,1.6001439323165703,3.273208294095686
0.34,0.6,0.172,-0.096,-0.136,0.072,2.478040239498669,7.0328956555642606,3.116333965678396,6.641417407947991,5.388403005593621
0.408,0.16,0.064,0.024,-0.024,-0.04,4.301597694981561,8.051142927387346,11.043378643647657,4.231763486913097,4.919043997976512
0.5,0.468,0.264,-0.288,-0.056,0.064,7.154959951235673,2.520690012376816,3.935922655072848,6.951515953632594,4.600204043276636
0.356,0.428,0.216,-0.052,-0.028,0.056,7.2539272214446076,5.452262852991652,2.7822598930357447,7.391458748777541,5.104066509048096
0.428,0.308,0.136,-0.084,-0.02,0.032,4.646677497128487,5.06315398807004,9.008952735648592,5.39009533246126,6.506248933971223
0.456,0.688,0.368,-0.176,-0.264,0.144,1.4983681827426425,3.3134315648904304,4.604755634724694,7.350495997815488,5.274414085906679
0.376,0.376,0.168,-0.004,-0.116,0.048,4.81379489346254,5.639468952549892,7.136774953905814,5.226068669270895,7.433193729587483
0.568,0.56,0.384,-0.012,-0.116,0.0,3.9780181828204793,4.523844956665609,4.237879595988105,3.056178687882782,4.631685863043086
0.688,0.564,0.388,-0.116,-0.112,-0.036,3.5074912574747525,3.0058648124658234,5.799750653971598,3.40841310864489,4.83741298140964
0.44,0.532,0.252,-0.048,-0.18,0.076,2.8537857203655825,5.101958137414987,4.601946036816465,5.917943638845137,6.113683084711796
0.568,0.504,0.36,0.044,-0.044,0.032,4.341255133268302,3.6035456684744958,5.034370305796427,2.7568954611270726,5.7580807593810945
0.592,0.384,0.248,-0.252,-0.02,0.064,9.43204671170327,2.727858076594477,6.454921495715533,4.811002573035947,4.175937794839679
0.52,0.584,0.304,0.032,-0.12,-0.016,3.1158816667177662,6.21474483074028,3.43851962172861,2.0268937215337917,5.610536273676891
0.576,0.492,0.332,-0.168,0.012,-0.068,6.039982943670538,4.393768078326658,3.6736183691186923,6.482079725670018,1.9977537124745388
0.54,0.864,0.452,-0.192,-0.112,0.016,0.3780870790118076,4.153732464788515,2.815030159773361,4.662129112245043,3.779618299864575
0.404,0.588,0.232,-0.088,-0.156,0.06,2.3805380334757307,5.177410331556044,4.009573965195173,7.620405021984265,6.988550680314034
0.688,0.508,0.364,-0.088,-0.096,-0.024,4.500329094401174,2.524098969189159,5.976836502081892,4.128254506692325,1.7470344114739156
0.536,0.544,0.288,-0.156,-0.196,0.064,2.0582839617447855,3.9484436170700374,4.944635048871412,5.061060334833521,6.056118516589409
0.416,0.304,0.184,-0.056,-0.024,0.016,7.386955230891356,5.963001480777059,5.374871151435366,3.4155890001218685,7.274323282152783
0.344,0.368,0.216,-0.06,0.02,0.008,8.242740373377167,5.326202746458832,4.666629618867313,7.093833036697531,6.463105821721883
0.576,0.268,0.164,-0.136,-0.024,-0.032,5.541705622451687,4.376158538671528,8.913837253097768,4.834747255565495,3.7401641461855792
0.244,0.424,0.132,0.008,0.024,0.032,4.344731687871233,6.695426204093863,4.250110592170829,8.50851004499718,7.93881493864648
0.336,0.54,0.196,-0.096,-0.22,-0.02,4.006470396208486,7.991799909340461,4.578682524152201,6.907158069099516,4.806347840957757
0.428,0.716,0.344,-0.1,-0.18,0.032,1.8707750603965159,6.159382409825565,4.127117606360005,5.376578903847593,3.2535202223622948
0.472,0.696,0.312,0.004,-0.192,0.068,3.229332449937076,5.829034377446724,3.666041559783198,4.323006811729308,4.4638302824842
0.56,0.66,0.38,-0.352,-0.224,0.184,2.4030058725320775,1.8683887093121445,4.292246807932042,6.320231739975375,4.020003626147817
0.592,0.496,0.288,-0.092,-0.168,0.012,4.818083168180152,3.241072166714545,6.090783736833332,4.238795948869631,2.7663904597998523
0.336,0.596,0.26,0.072,-0.02,0.012,3.732023096909556,7.159019544241708,2.7789362100663233,6.004041741461658,6.7896236844562665
0.568,0.416,0.264,0.084,-0.076,0.0,8.120147155541094,4.591736118686784,7.697942891712626,5.522092071447543,-2.4979929175590856
0.624,0.584,0.392,0.06,-0.032,-0.06,4.154045949929843,3.7691342381489905,2.723053194320566,1.4478473897510988,5.742910783914294
0.588,0.44,0.3,-0.128,-0.088,0.048,5.355444443286677,4.260989825813778,5.2854838033091545,4.580149801023056,6.081417740707045
0.196,0.548,0.04,0.016,-0.112,0.024,1.821456819848748,7.065910920528253,6.23277055076522,9.556074968724118,7.016150385099477
0.468,0.716,0.376,-0.244,-0.096,0.052,2.34651506314245,3.801939742601008,4.120903221046716,8.232235657723757,1.0239138827716392
0.524,0.32,0.276,-0.024,0.012,-0.02,7.104168284456115,5.379284325103158,5.9082246602580115,3.8018850490907328,6.825755872841621
0.504,0.62,0.324,-0.244,-0.084,0.048,4.2718170587380415,3.108811349002386,3.578305212660018,6.541901085868709,5.235158669996659
0.34,0.312,0.108,-0.072,-0.04,0.016,8.658057016132778,7.686092179006386,3.667787658371785,6.656855092260739,5.4718609567232654
0.644,0.468,0.296,-0.104,-0.12,-0.016,3.707327217948208,3.6332518509308187,5.568023576127462,2.1408578882856717,5.091198798645641
0.588,0.292,0.248,-0.14,-0.044,-0.024,7.636950324204277,3.314397216762436,5.727251249966859,2.7822631137060028,6.7684861700899654
0.724,0.308,0.224,-0.284,-0.12,0.036,6.644204141235752,1.6542290520614928,7.259272628154414,4.0965206647091295,3.890583243288562
0.276,0.38,0.112,-0.112,-0.076,0.02,6.52651805498245,3.9769930936343774,8.250838842476497,9.980442591227375,4.016668304342485
0.328,0.524,0.196,-0.1,-0.344,0.036,2.341397638086157,7.328400564836399,7.577558439150454,9.205646469573074,3.169807125324079
0.588,0.704,0.452,-0.084,-0.316,0.04,1.9906442731822191,3.843683216366858,4.682976433027485,5.030958298240577,4.022157584678074
0.652,0.344,0.244,-0.18,-0.092,0.056,6.180397461963126,3.2573353526683633,8.624735673930598,4.875074852144247,4.8936715232996475
0.444,0.544,0.252,0.024,-0.104,0.104,2.789358263821686,5.057697470051129,4.669978843361563,6.099006958678982,5.671526641296009
0.428,0.42,0.128,-0.048,-0.108,-0.036,6.001772633522648,6.784807236294356,4.612016656577428,5.59963310700955,2.168289444182101
0.54,0.324,0.216,-0.344,-0.144,-0.016,5.498477248751972,2.609550181681406,9.077364592422793,8.11807937382384,2.1438401191339915
0.64,0.448,0.32,-0.26,0.024,-0.012,7.039071986035089,2.6172705542698034,3.32052988063812,5.874396052925862,4.018415591463797
0.692,0.58,0.416,-0.04,-0.224,0.04,2.877352247605011,3.204443968935493,5.864369363350234,3.7985563473660195,2.4136668161250516
0.648,0.516,0.34,-0.088,0.032,-0.024,6.932080713337151,3.5327361728631494,1.64434396987357,4.760883166882171,1.1652300328140934
0.732,0.352,0.316,0.032,-0.048,0.016,3.464422464659126,1.8153767194668804,9.107050353938533,-0.16269192499066953,6.887308318033607
0.308,0.656,0.196,-0.068,-0.24,0.076,3.5814171996341098,6.659013566150879,6.0699346078649725,9.529386463429564,1.7500747997952577
0.748,0.512,0.372,0.116,0.02,0.04,7.0355890349087655,3.8049631211797923,3.625988532547696,2.903131687927093,0.2912147898171149
0.18,0.512,0.124,0.016,-0.02,-0.004,4.855732287483103,7.113059029524587,2.991306890171411,10.202192857853966,5.603852265552605
0.44,0.528,0.224,-0.192,-0.212,0.108,3.5080744442015876,3.5974308135674216,6.626788172654597,7.9522589693554036,2.7280770381948987
0.636,0.616,0.396,0.0,-0.304,0.04,3.0750059968847703,3.61519631013976,5.475315010020936,3.3392183116060297,2.3481177869090994
0.504,0.328,0.184,-0.044,-0.048,-0.036,5.602209600737681,3.177932521538148,6.157411254131047,6.119636941317623,6.973059617320119
0.348,0.368,0.172,-0.092,-0.076,0.032,4.370549254307414,4.975496478431317,7.762301851898394,6.899944050481821,5.528829015204856
0.42,0.576,0.22,-0.14,-0.112,0.084,3.4999332473930824,2.570112386846412,4.067178886943262,7.319553973136287,6.47076932311432
0.592,0.404,0.252,-0.196,-0.028,0.056,9.238602634762188,1.9062784936645847,1.8296082237793567,4.944444668302232,6.379768742433267
0.34,0.368,0.1,-0.012,-0.052,0.056,4.705060896554803,4.2231708920722175,6.0624679536898,6.046167854620062,7.445279514952068
